Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,mixed_CS=T,mixed_CS=F,convn_CS=T,convn_CS=F
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,20.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,6.0,6.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,20.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,20.0
uptrend,0.75,30,0.83,3.0,3.0,19.0,20.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,6.0,6.0,22.0,22.0
uptrend,0.75,30,0.83,6.0,6.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,22.0,23.0
uptrend,0.75,30,0.83,6.0,6.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,6.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,19.0,19.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,22.0,24.0
uptrend,0.75,30,0.83,4.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,22.0
uptrend,0.75,30,0.83,4.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,22.0,24.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,22.0
uptrend,0.75,30,0.83,6.0,6.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,4.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,6.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,6.0,6.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,20.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,20.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,4.0,20.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,20.0,21.0
uptrend,0.75,30,0.83,7.0,7.0,22.0,23.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,22.0
uptrend,0.75,30,0.83,4.0,4.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,6.0,6.0,22.0,23.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,6.0,6.0,22.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,22.0,23.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,23.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,4.0,4.0,20.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,20.0,21.0
uptrend,0.75,30,0.83,3.0,3.0,20.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,6.0,6.0,20.0,20.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,23.0
uptrend,0.75,30,0.83,6.0,6.0,22.0,25.0
uptrend,0.75,30,0.83,6.0,6.0,20.0,20.0
uptrend,0.75,30,0.83,6.0,6.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,21.0
uptrend,0.75,30,0.83,4.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,6.0,6.0,22.0,23.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,23.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,20.0,21.0
uptrend,0.75,30,0.83,3.0,3.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,22.0,23.0
uptrend,0.75,30,0.83,6.0,6.0,22.0,23.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,22.0
uptrend,0.75,30,0.83,4.0,4.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,22.0,24.0
uptrend,0.75,30,0.83,6.0,6.0,22.0,23.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,22.0
uptrend,0.75,30,0.83,3.0,3.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,6.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,20.0,20.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,6.0,6.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,6.0,21.0,22.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,21.0
uptrend,0.75,30,0.83,6.0,6.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,20.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,20.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,20.0,20.0
uptrend,0.75,30,0.83,6.0,6.0,21.0,21.0
uptrend,0.75,30,0.83,6.0,6.0,21.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,20.0,21.0
uptrend,0.75,30,0.83,6.0,6.0,22.0,23.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,22.0,23.0
uptrend,0.75,30,0.83,5.0,6.0,20.0,21.0
uptrend,0.75,30,0.83,4.0,5.0,21.0,23.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,22.0,24.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,22.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,20.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,23.0
uptrend,0.75,30,0.83,5.0,6.0,22.0,23.0
uptrend,0.75,30,0.83,6.0,6.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,20.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,20.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,23.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,20.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,4.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,22.0,23.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,22.0
uptrend,0.75,30,0.83,4.0,4.0,19.0,19.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,6.0,6.0,22.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,22.0,22.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,22.0,23.0
uptrend,0.75,30,0.83,4.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,6.0,22.0,23.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,6.0,6.0,21.0,22.0
uptrend,0.75,30,0.83,6.0,6.0,22.0,23.0
uptrend,0.75,30,0.83,6.0,6.0,19.0,19.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,4.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,6.0,6.0,22.0,22.0
uptrend,0.75,30,0.83,4.0,4.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,20.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,6.0,6.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,6.0,21.0,21.0
uptrend,0.75,30,0.83,3.0,3.0,21.0,21.0
uptrend,0.75,30,0.83,4.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,22.0,24.0
uptrend,0.75,30,0.83,6.0,6.0,21.0,21.0
uptrend,0.75,30,0.83,6.0,6.0,21.0,21.0
uptrend,0.75,30,0.83,6.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,6.0,6.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,3.0,3.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,23.0
uptrend,0.75,30,0.83,4.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,20.0
uptrend,0.75,30,0.83,4.0,5.0,22.0,23.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,22.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,23.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,4.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,22.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,23.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,20.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,23.0
uptrend,0.75,30,0.83,5.0,5.0,22.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,23.0
uptrend,0.75,30,0.83,4.0,5.0,21.0,23.0
uptrend,0.75,30,0.83,4.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,4.0,4.0,19.0,20.0
uptrend,0.75,30,0.83,4.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,20.0,21.0
uptrend,0.75,30,0.83,6.0,6.0,20.0,20.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,20.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,6.0,6.0,22.0,23.0
uptrend,0.75,30,0.83,4.0,4.0,20.0,20.0
uptrend,0.75,30,0.83,6.0,6.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,21.0
uptrend,0.75,30,0.83,6.0,6.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,22.0
uptrend,0.75,30,0.83,4.0,4.0,21.0,21.0
uptrend,0.75,30,0.83,6.0,6.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,20.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,21.0,22.0
uptrend,0.75,30,0.83,6.0,6.0,21.0,21.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,20.0
uptrend,0.75,30,0.83,6.0,6.0,22.0,24.0
uptrend,0.75,30,0.83,5.0,5.0,20.0,21.0
uptrend,0.75,30,0.83,6.0,6.0,21.0,22.0
uptrend,0.75,30,0.83,4.0,4.0,20.0,21.0
uptrend,0.75,30,0.83,5.0,6.0,22.0,24.0
uptrend,0.75,30,0.83,6.0,6.0,22.0,23.0
